EmployeeID,Age,Department,JobRole,Gender,MaritalStatus,EducationField,Education,BusinessTravel,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome,PercentSalaryHike,StockOptionLevel,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,PerformanceRating,OverTime,TrainingTimesLastYear,NumCompaniesWorked,TotalWorkingYears,DistanceFromHome,Attrition,AgeBand
168,25,Research & Development,Laboratory Technician,Male,Married,Marketing,1,Travel_Rarely,17,11,7,6,2925,11,1,3,3,3,1,3,Yes,4,4,30,20,Yes,18-25
169,44,Human Resources,Manager,Female,Divorced,Technical Degree,3,Non-Travel,1,0,5,0,8396,23,1,4,3,4,1,3,Yes,4,3,6,9,No,36-45
170,26,Sales,Manager,Male,Married,Life Sciences,1,Non-Travel,40,13,8,16,9592,16,2,1,3,3,2,3,No,2,0,40,19,No,26-35
171,54,Research & Development,Manager,Female,Divorced,Technical Degree,4,Travel_Rarely,4,3,2,2,11348,20,1,3,4,3,3,3,Yes,4,8,13,12,No,46-55
172,50,Research & Development,Healthcare Representative,Female,Single,Life Sciences,1,Travel_Rarely,8,2,5,6,4985,15,1,1,3,2,2,3,No,5,9,19,11,Yes,46-55
173,59,Sales,Sales Representative,Female,Divorced,Life Sciences,2,Travel_Rarely,0,0,4,0,3452,21,3,3,1,1,1,4,Yes,1,3,10,28,Yes,55+
174,41,Research & Development,Manufacturing Director,Female,Married,Life Sciences,4,Non-Travel,13,5,14,9,9279,11,1,2,1,3,3,3,No,2,1,22,8,No,36-45
175,32,Human Resources,Human Resources,Male,Divorced,Medical,1,Non-Travel,1,0,14,0,3770,15,3,4,2,1,3,3,Yes,0,3,13,3,No,26-35
176,49,Sales,Sales Representative,Male,Married,Life Sciences,4,Travel_Rarely,6,3,7,2,4026,16,0,2,2,2,4,3,No,1,4,14,19,Yes,46-55
177,49,Research & Development,Research Scientist,Male,Married,Life Sciences,3,Travel_Rarely,9,3,3,1,5677,20,0,2,3,2,1,3,Yes,2,1,22,3,No,46-55
178,41,Research & Development,Laboratory Technician,Male,Divorced,Life Sciences,1,Travel_Rarely,1,0,3,0,2625,15,0,2,2,3,1,3,No,6,6,5,25,No,36-45
179,58,Research & Development,Healthcare Representative,Male,Single,Life Sciences,2,Travel_Rarely,3,0,12,1,5416,11,0,2,4,3,2,3,No,2,2,8,26,No,55+
180,29,Research & Development,Manager,Male,Married,Medical,4,Travel_Rarely,4,3,14,2,12165,24,0,3,4,2,3,3,Yes,3,7,4,3,No,26-35
181,56,Sales,Manager,Female,Married,Medical,5,Travel_Rarely,2,1,9,1,8782,15,0,4,1,2,3,3,No,1,3,6,6,No,55+
182,19,Human Resources,Manager,Female,Married,Life Sciences,4,Travel_Rarely,3,1,10,2,8943,20,0,3,1,4,1,3,No,1,4,8,11,No,18-25
183,20,Human Resources,Manager,Male,Divorced,Marketing,5,Travel_Rarely,2,1,9,0,7556,11,3,3,2,4,4,3,No,5,2,11,20,Yes,18-25
184,54,Research & Development,Healthcare Representative,Male,Single,Human Resources,2,Travel_Frequently,2,0,12,1,6078,21,3,3,2,1,1,3,No,1,4,12,14,Yes,46-55
185,34,Research & Development,Research Scientist,Female,Divorced,Marketing,3,Travel_Rarely,6,4,4,2,7202,13,3,2,4,2,3,3,No,4,8,7,2,Yes,26-35
186,19,Research & Development,Research Scientist,Male,Married,Life Sciences,5,Travel_Rarely,6,3,10,4,5564,22,3,1,1,1,4,3,Yes,5,1,12,12,Yes,18-25
187,19,Research & Development,Laboratory Technician,Male,Single,Marketing,3,Travel_Rarely,1,0,12,0,3021,23,1,2,2,2,4,3,Yes,6,6,14,16,Yes,18-25
188,45,Research & Development,Research Director,Male,Married,Life Sciences,4,Travel_Frequently,13,12,12,3,13052,12,1,3,4,1,3,4,No,4,9,16,28,Yes,36-45
189,40,Research & Development,Research Scientist,Male,Single,Life Sciences,2,Travel_Rarely,11,5,14,5,6858,23,2,2,1,4,1,3,No,5,7,15,3,Yes,36-45
190,54,Research & Development,Manager,Male,Single,Life Sciences,5,Travel_Rarely,4,3,5,3,10262,11,1,4,4,2,1,3,Yes,0,2,6,21,No,46-55
191,49,Research & Development,Research Director,Female,Divorced,Technical Degree,4,Travel_Rarely,3,2,14,1,9341,14,3,4,4,2,1,3,No,6,3,7,16,No,46-55
192,50,Research & Development,Manufacturing Director,Male,Married,Life Sciences,1,Travel_Rarely,2,0,10,0,7459,12,3,2,1,1,2,3,Yes,5,9,13,10,Yes,46-55
193,18,Sales,Sales Executive,Male,Married,Life Sciences,4,Travel_Frequently,7,4,3,5,6147,15,0,2,4,1,2,3,No,0,1,10,20,No,18-25
194,36,Sales,Sales Executive,Male,Divorced,Life Sciences,3,Travel_Rarely,6,4,1,5,5565,20,0,1,2,3,4,3,No,5,9,17,5,No,36-45
195,19,Research & Development,Research Director,Male,Married,Technical Degree,2,Non-Travel,1,0,11,0,10567,11,2,2,4,3,1,3,No,0,8,14,13,Yes,18-25
196,43,Research & Development,Manufacturing Director,Female,Divorced,Medical,2,Travel_Frequently,6,2,11,4,6753,22,1,2,2,4,2,3,Yes,4,2,15,12,Yes,36-45
197,49,Research & Development,Research Scientist,Female,Married,Life Sciences,4,Travel_Rarely,1,0,13,0,6090,20,3,1,3,2,4,3,No,6,8,6,27,Yes,46-55
198,23,Research & Development,Manufacturing Director,Female,Divorced,Medical,1,Non-Travel,0,0,1,0,10349,11,1,2,3,2,3,4,No,6,6,1,1,No,18-25
199,49,Research & Development,Research Scientist,Male,Single,Medical,3,Travel_Frequently,7,5,11,3,7524,21,2,2,3,1,3,3,No,5,5,9,20,No,46-55
200,21,Research & Development,Research Scientist,Female,Divorced,Medical,4,Travel_Rarely,6,4,2,2,4752,20,0,2,4,4,1,3,Yes,3,2,17,11,No,18-25
201,28,Research & Development,Healthcare Representative,Female,Single,Life Sciences,4,Travel_Rarely,3,1,1,1,6129,14,3,2,3,2,3,3,No,5,6,17,26,No,26-35
202,34,Research & Development,Manager,Female,Married,Technical Degree,2,Travel_Frequently,4,3,0,2,10269,17,0,2,3,4,3,4,No,0,2,13,19,Yes,26-35
203,55,Research & Development,Manufacturing Director,Male,Married,Life Sciences,3,Travel_Rarely,17,16,13,8,10673,24,3,3,4,3,3,3,No,6,5,17,29,Yes,46-55
204,41,Research & Development,Research Director,Male,Married,Marketing,1,Non-Travel,5,1,7,3,11882,24,0,2,1,1,4,3,No,2,7,11,15,No,36-45
205,22,Research & Development,Manufacturing Director,Male,Married,Life Sciences,2,Travel_Rarely,6,2,11,4,11033,12,0,1,4,2,3,3,No,4,4,14,18,No,18-25
206,51,Sales,Sales Executive,Female,Married,Life Sciences,4,Travel_Rarely,0,0,4,0,6880,12,2,2,2,1,3,3,Yes,3,2,1,16,Yes,46-55
207,23,Sales,Sales Executive,Male,Married,Life Sciences,2,Non-Travel,1,0,9,0,4677,11,1,3,4,3,4,3,No,2,5,7,7,No,18-25
208,39,Sales,Sales Executive,Male,Single,Medical,2,Travel_Rarely,2,1,0,1,6176,15,0,1,1,4,2,3,No,2,7,16,10,Yes,36-45
209,28,Research & Development,Laboratory Technician,Female,Single,Life Sciences,5,Travel_Rarely,4,3,12,2,3578,16,3,1,3,4,4,3,No,4,9,6,25,Yes,26-35
210,33,Research & Development,Laboratory Technician,Female,Single,Technical Degree,2,Travel_Rarely,8,6,8,5,2972,23,1,2,4,3,2,3,No,5,2,12,16,Yes,26-35
211,50,Research & Development,Research Director,Female,Married,Life Sciences,2,Travel_Rarely,2,0,7,1,8710,16,1,4,3,3,4,3,Yes,1,4,7,17,Yes,46-55
212,26,Research & Development,Healthcare Representative,Male,Single,Medical,3,Travel_Rarely,2,1,3,0,4412,12,0,3,2,2,1,3,No,3,8,9,28,Yes,26-35
213,23,Sales,Manager,Female,Married,Technical Degree,2,Travel_Rarely,1,0,7,0,11495,22,0,4,1,2,3,3,No,5,9,4,7,Yes,18-25
214,33,Research & Development,Research Director,Male,Married,Medical,1,Travel_Rarely,1,0,12,0,9449,22,0,2,3,2,2,3,No,4,9,2,11,Yes,26-35
215,46,Sales,Manager,Male,Single,Marketing,4,Travel_Rarely,17,7,11,14,11827,17,1,3,3,2,4,3,No,1,2,19,28,No,46-55
216,20,Research & Development,Research Director,Male,Married,Medical,3,Travel_Rarely,6,4,12,3,11067,16,2,4,3,2,2,3,No,4,1,13,17,No,18-25
217,37,Sales,Sales Representative,Male,Divorced,Life Sciences,2,Travel_Rarely,1,0,9,0,4214,18,0,3,3,4,2,4,No,4,7,7,5,No,36-45
218,53,Research & Development,Research Director,Male,Single,Technical Degree,1,Travel_Rarely,7,3,6,3,9262,16,1,2,4,2,3,3,No,2,6,12,1,No,46-55
219,36,Sales,Sales Representative,Female,Married,Life Sciences,4,Travel_Rarely,7,3,10,5,3760,19,1,3,1,3,2,3,No,6,8,11,3,No,36-45
220,43,Human Resources,Manager,Male,Married,Medical,3,Travel_Rarely,6,5,14,2,9426,20,3,2,1,3,4,3,No,5,3,16,16,Yes,36-45
221,20,Research & Development,Research Scientist,Female,Married,Marketing,1,Travel_Rarely,0,0,10,0,5177,12,0,4,3,2,1,3,No,4,2,4,24,No,18-25
222,36,Research & Development,Healthcare Representative,Male,Married,Life Sciences,2,Travel_Rarely,3,2,6,2,6757,17,2,3,1,3,1,4,Yes,5,9,3,29,No,36-45
223,37,Research & Development,Research Director,Male,Married,Life Sciences,5,Travel_Rarely,0,0,0,0,11145,15,3,1,3,1,3,3,No,1,4,13,15,No,36-45
224,49,Research & Development,Laboratory Technician,Male,Married,Medical,5,Travel_Rarely,10,4,5,3,2631,11,0,2,2,4,4,4,No,2,0,15,4,No,46-55
225,24,Research & Development,Manufacturing Director,Male,Single,Technical Degree,3,Travel_Rarely,6,5,12,3,10335,13,3,3,2,4,4,3,No,1,4,18,12,No,18-25
226,58,Research & Development,Research Director,Male,Married,Human Resources,1,Travel_Rarely,4,3,3,3,8204,14,0,1,2,2,1,3,No,1,2,12,1,No,55+
227,50,Research & Development,Manager,Male,Married,Medical,4,Travel_Rarely,2,1,13,1,9379,22,3,1,1,1,4,4,Yes,2,0,9,17,Yes,46-55
228,57,Research & Development,Research Scientist,Male,Single,Medical,1,Non-Travel,1,0,9,0,6285,12,2,1,3,2,2,3,No,5,2,12,24,No,55+
229,56,Research & Development,Research Scientist,Male,Married,Human Resources,5,Travel_Rarely,0,0,9,0,4425,17,3,1,4,2,3,3,Yes,1,4,9,15,No,55+
230,35,Sales,Manager,Male,Divorced,Life Sciences,3,Non-Travel,20,8,9,11,10725,11,3,2,4,3,1,4,Yes,0,4,34,24,No,26-35
231,57,Research & Development,Laboratory Technician,Female,Married,Life Sciences,2,Non-Travel,1,0,10,0,3826,13,3,3,2,4,3,3,No,5,9,1,20,No,55+
232,18,Research & Development,Research Director,Male,Married,Marketing,1,Travel_Rarely,0,0,11,0,11319,22,0,1,2,1,2,3,No,6,7,10,20,No,18-25
233,28,Research & Development,Laboratory Technician,Female,Divorced,Technical Degree,5,Travel_Rarely,19,9,1,5,2873,19,0,3,1,3,1,3,No,6,0,31,10,No,26-35
234,45,Research & Development,Research Scientist,Female,Married,Technical Degree,4,Non-Travel,4,2,9,1,5243,21,2,3,4,4,4,3,Yes,4,6,9,11,No,36-45
235,42,Research & Development,Laboratory Technician,Female,Married,Medical,3,Non-Travel,9,8,6,4,3034,24,3,4,1,4,4,3,No,2,4,11,18,No,36-45
236,40,Human Resources,Human Resources,Female,Divorced,Life Sciences,2,Travel_Rarely,0,0,8,0,5504,12,1,3,2,2,2,4,No,6,2,5,2,No,36-45
237,48,Sales,Sales Representative,Male,Divorced,Medical,1,Travel_Rarely,5,2,12,3,2941,15,3,2,3,1,1,3,Yes,2,3,13,28,No,46-55
238,47,Research & Development,Manufacturing Director,Female,Married,Life Sciences,4,Travel_Rarely,3,1,4,1,8458,14,1,2,3,2,3,3,No,5,2,8,6,No,46-55
239,59,Research & Development,Healthcare Representative,Female,Married,Life Sciences,2,Travel_Rarely,8,6,7,3,6878,22,1,1,3,3,1,4,Yes,0,7,22,16,No,55+
240,52,Research & Development,Manufacturing Director,Male,Married,Marketing,5,Travel_Rarely,0,0,4,0,10093,13,3,3,2,2,4,3,No,0,3,7,24,Yes,46-55
241,24,Research & Development,Manufacturing Director,Male,Divorced,Life Sciences,5,Travel_Rarely,3,2,13,1,10347,15,1,2,1,2,1,3,No,0,2,16,7,Yes,18-25
242,33,Sales,Sales Executive,Male,Married,Technical Degree,4,Travel_Rarely,9,8,6,6,6916,16,1,2,3,4,1,3,No,0,1,23,23,No,26-35
243,43,Research & Development,Healthcare Representative,Female,Single,Medical,5,Non-Travel,4,3,6,1,5368,11,3,2,4,4,4,4,No,3,2,9,19,Yes,36-45
244,19,Research & Development,Research Director,Female,Divorced,Medical,3,Travel_Rarely,4,2,8,1,9365,12,0,1,4,3,4,4,No,2,6,9,12,Yes,18-25
245,18,Research & Development,Research Director,Male,Married,Life Sciences,4,Travel_Rarely,0,0,2,0,7774,11,3,2,2,4,3,3,No,1,5,14,18,No,18-25
246,29,Research & Development,Manufacturing Director,Male,Single,Life Sciences,5,Travel_Rarely,0,0,13,0,7120,13,2,3,4,4,1,4,No,2,9,6,10,Yes,26-35
247,22,Research & Development,Manufacturing Director,Male,Married,Life Sciences,1,Travel_Rarely,6,3,0,4,9097,18,1,2,4,4,4,3,No,6,4,16,7,No,18-25
248,54,Research & Development,Research Scientist,Male,Married,Other,5,Travel_Frequently,6,3,1,4,4920,18,2,2,2,2,2,3,No,2,7,18,4,No,46-55
249,49,Research & Development,Research Scientist,Female,Divorced,Technical Degree,3,Non-Travel,23,21,11,10,6829,14,1,1,1,1,4,4,No,2,0,32,17,No,46-55
250,26,Sales,Manager,Male,Single,Medical,2,Non-Travel,7,6,5,3,7401,16,0,3,3,3,3,3,Yes,0,2,17,17,No,26-35
251,58,Research & Development,Research Director,Male,Divorced,Life Sciences,2,Non-Travel,4,3,13,1,9079,22,1,2,2,2,3,3,Yes,0,1,7,4,Yes,55+
252,52,Sales,Sales Representative,Male,Married,Human Resources,5,Travel_Frequently,11,10,9,3,4260,19,3,3,4,3,2,3,No,3,1,23,21,Yes,46-55
253,36,Research & Development,Manager,Female,Single,Life Sciences,2,Travel_Rarely,0,0,9,0,8579,24,1,3,3,2,3,3,Yes,5,0,12,5,Yes,36-45
254,33,Research & Development,Research Director,Male,Divorced,Life Sciences,5,Travel_Rarely,3,2,11,0,11753,17,2,2,3,3,1,3,No,2,4,10,1,No,26-35
255,20,Research & Development,Research Scientist,Female,Married,Medical,3,Non-Travel,2,0,12,0,7686,12,3,1,3,4,3,3,No,4,4,16,19,No,18-25
256,37,Research & Development,Research Scientist,Male,Single,Other,2,Travel_Rarely,0,0,13,0,7030,21,2,3,2,3,2,4,No,5,2,3,22,Yes,36-45
257,41,Sales,Sales Representative,Male,Married,Life Sciences,1,Travel_Rarely,8,5,8,2,3517,12,0,4,3,1,3,4,No,6,8,22,26,No,36-45
258,50,Research & Development,Laboratory Technician,Male,Divorced,Life Sciences,5,Travel_Rarely,4,3,2,2,4289,13,2,2,1,3,2,3,No,3,5,10,23,No,46-55
259,41,Research & Development,Laboratory Technician,Male,Single,Human Resources,2,Travel_Rarely,4,3,9,3,2658,18,2,3,4,1,3,3,Yes,6,9,4,11,No,36-45
260,28,Research & Development,Research Scientist,Male,Single,Life Sciences,3,Non-Travel,3,1,1,2,6792,20,2,3,2,3,4,3,No,0,5,14,1,No,26-35
261,25,Research & Development,Laboratory Technician,Female,Single,Life Sciences,3,Travel_Rarely,3,1,10,0,2604,25,3,3,2,4,2,3,No,6,9,11,8,No,18-25
262,53,Sales,Sales Executive,Female,Single,Medical,1,Travel_Rarely,0,0,0,0,4523,19,0,2,3,3,3,3,Yes,2,5,9,4,Yes,46-55
263,55,Research & Development,Research Director,Female,Divorced,Technical Degree,3,Non-Travel,6,2,1,4,13229,23,0,4,4,2,1,3,Yes,0,1,14,29,No,46-55
264,57,Research & Development,Research Director,Male,Married,Medical,3,Travel_Rarely,3,1,2,0,9657,24,0,3,3,4,2,3,Yes,5,9,9,25,No,55+
265,37,Research & Development,Research Scientist,Female,Single,Other,2,Travel_Rarely,10,7,6,7,7107,13,2,3,3,4,2,3,Yes,1,9,17,27,No,36-45
266,52,Sales,Manager,Male,Single,Medical,5,Travel_Rarely,1,0,1,0,9230,19,3,1,2,2,3,3,Yes,0,7,2,27,Yes,46-55
267,42,Sales,Sales Representative,Male,Married,Life Sciences,4,Travel_Rarely,1,0,12,0,4564,22,3,2,1,4,4,3,No,0,5,10,22,Yes,36-45
268,52,Research & Development,Research Scientist,Male,Divorced,Other,3,Non-Travel,6,4,4,4,7585,22,3,2,4,4,4,3,No,3,2,19,15,No,46-55
269,42,Research & Development,Laboratory Technician,Male,Married,Life Sciences,3,Travel_Rarely,11,4,1,7,3396,20,2,3,4,2,3,3,No,1,9,24,17,No,36-45
270,46,Research & Development,Manager,Female,Divorced,Life Sciences,4,Travel_Rarely,3,2,6,1,10220,22,0,1,4,4,3,3,Yes,5,8,14,18,No,46-55
271,35,Research & Development,Manufacturing Director,Male,Married,Medical,3,Non-Travel,7,3,9,2,9417,18,2,3,4,4,1,3,No,4,1,21,3,No,26-35
272,35,Research & Development,Laboratory Technician,Male,Single,Life Sciences,2,Travel_Rarely,40,35,7,11,4354,15,3,3,1,4,3,3,No,4,6,40,18,Yes,26-35
273,19,Sales,Manager,Female,Divorced,Life Sciences,2,Non-Travel,27,25,7,13,8586,21,2,2,2,4,2,3,No,4,2,33,26,No,18-25
274,52,Research & Development,Healthcare Representative,Male,Married,Life Sciences,4,Travel_Rarely,8,7,12,2,6067,20,1,1,1,3,3,3,No,2,5,8,7,No,46-55
275,33,Research & Development,Laboratory Technician,Male,Married,Medical,3,Non-Travel,8,2,14,2,3183,13,0,3,3,4,1,3,No,4,4,10,28,No,26-35
276,58,Human Resources,Human Resources,Male,Divorced,Technical Degree,3,Non-Travel,1,0,7,0,3720,21,0,2,2,4,3,3,No,2,5,6,17,No,55+
277,53,Sales,Sales Representative,Female,Single,Medical,5,Travel_Rarely,10,3,9,8,2978,17,3,3,1,4,3,3,No,5,7,14,25,Yes,46-55
278,50,Research & Development,Healthcare Representative,Female,Single,Other,3,Non-Travel,3,0,14,0,6096,19,2,3,4,3,2,4,Yes,5,2,7,18,Yes,46-55
279,21,Research & Development,Manager,Male,Married,Life Sciences,2,Travel_Rarely,19,6,8,7,11963,22,3,1,4,1,4,3,No,0,1,27,20,No,18-25
280,50,Research & Development,Manager,Male,Single,Life Sciences,1,Non-Travel,0,0,0,0,9097,16,2,1,2,4,3,3,No,4,7,5,8,Yes,46-55
281,31,Research & Development,Manager,Male,Single,Life Sciences,1,Travel_Rarely,3,2,11,1,10184,13,1,1,1,1,1,4,Yes,3,0,5,11,Yes,26-35
282,38,Research & Development,Manager,Female,Single,Life Sciences,1,Non-Travel,4,1,0,1,10667,15,0,3,2,1,3,3,No,5,1,18,3,No,36-45
283,37,Research & Development,Manager,Male,Single,Life Sciences,1,Non-Travel,3,2,13,2,9439,17,0,4,4,2,3,3,No,1,9,4,25,No,36-45
284,25,Research & Development,Laboratory Technician,Male,Married,Technical Degree,3,Travel_Rarely,1,0,14,0,4294,18,2,1,1,2,2,3,No,1,0,14,7,No,18-25
285,24,Research & Development,Manager,Male,Single,Human Resources,3,Travel_Rarely,5,3,13,2,9158,23,0,4,4,1,4,3,No,5,4,13,15,No,18-25
286,20,Research & Development,Laboratory Technician,Male,Married,Other,5,Travel_Rarely,8,4,13,1,2800,24,2,4,2,3,4,3,Yes,0,7,22,10,Yes,18-25
287,34,Research & Development,Manager,Male,Married,Life Sciences,3,Travel_Rarely,6,3,9,3,7977,22,3,4,2,4,4,3,No,6,1,15,12,No,26-35
288,50,Research & Development,Healthcare Representative,Female,Married,Human Resources,1,Non-Travel,1,0,1,0,6939,14,1,2,2,4,3,3,No,1,3,14,12,No,46-55
289,29,Sales,Manager,Male,Single,Life Sciences,4,Travel_Rarely,7,4,10,2,12535,12,2,3,2,4,2,4,No,1,3,10,19,No,26-35
290,39,Human Resources,Manager,Male,Divorced,Life Sciences,4,Non-Travel,1,0,14,0,8760,20,1,1,2,2,2,3,No,6,6,11,19,Yes,36-45
291,39,Sales,Manager,Female,Single,Technical Degree,2,Travel_Rarely,1,0,5,0,7975,12,3,3,3,2,3,3,No,0,0,5,15,No,36-45
292,47,Sales,Sales Representative,Female,Married,Medical,2,Travel_Rarely,7,3,13,6,3812,22,3,3,2,4,2,3,No,6,8,15,21,No,46-55
293,55,Sales,Sales Representative,Male,Divorced,Life Sciences,3,Travel_Rarely,11,5,0,2,4290,13,3,2,2,1,4,3,No,0,2,15,21,No,46-55
294,55,Research & Development,Healthcare Representative,Male,Married,Medical,4,Travel_Frequently,3,1,4,2,6070,18,2,2,4,2,2,3,No,0,5,9,26,No,46-55
295,25,Sales,Sales Executive,Male,Married,Life Sciences,1,Non-Travel,4,2,14,1,6853,11,1,2,2,4,3,3,No,3,9,5,5,No,18-25
296,44,Sales,Manager,Female,Married,Marketing,1,Travel_Frequently,2,0,4,1,11616,24,1,3,1,1,3,3,Yes,0,4,3,28,Yes,36-45
297,44,Sales,Sales Executive,Male,Married,Medical,1,Travel_Rarely,4,3,14,2,6606,17,0,4,2,4,1,3,No,0,3,7,13,No,36-45
298,51,Sales,Sales Executive,Female,Divorced,Other,3,Travel_Rarely,0,0,14,0,5625,16,2,3,3,2,1,3,No,0,8,7,25,No,46-55
299,38,Research & Development,Manufacturing Director,Female,Divorced,Life Sciences,3,Non-Travel,18,15,3,9,7970,24,0,2,2,3,2,3,No,5,8,19,9,Yes,36-45
300,47,Research & Development,Healthcare Representative,Male,Married,Life Sciences,5,Travel_Rarely,9,8,10,3,6349,12,0,3,4,3,2,4,No,4,0,18,22,No,46-55
301,50,Research & Development,Laboratory Technician,Male,Married,Medical,1,Travel_Frequently,6,5,4,1,3402,19,2,2,1,2,3,3,No,5,6,12,27,Yes,46-55
302,45,Research & Development,Manufacturing Director,Male,Divorced,Medical,1,Travel_Rarely,4,3,11,3,7781,23,0,2,1,1,1,3,No,4,9,16,27,No,36-45
303,50,Research & Development,Research Director,Male,Divorced,Life Sciences,3,Travel_Rarely,9,6,0,2,8467,22,0,1,2,4,1,3,No,3,8,21,23,No,46-55
304,22,Sales,Sales Representative,Male,Married,Marketing,3,Travel_Frequently,4,1,10,2,3908,15,0,4,2,2,4,4,No,3,4,4,10,No,18-25
305,36,Research & Development,Research Scientist,Female,Married,Technical Degree,5,Travel_Rarely,2,1,10,0,6361,12,3,2,2,1,4,4,Yes,1,0,10,8,No,36-45
306,21,Human Resources,Manager,Female,Single,Human Resources,5,Travel_Rarely,1,0,5,0,10271,13,2,1,2,4,3,3,Yes,6,7,10,9,Yes,18-25
307,52,Research & Development,Research Director,Male,Divorced,Technical Degree,2,Travel_Rarely,6,5,6,4,8264,17,3,4,4,4,3,3,No,6,4,11,6,No,46-55
308,34,Sales,Manager,Female,Single,Technical Degree,4,Non-Travel,15,11,7,9,10277,17,0,2,4,2,3,3,No,5,5,25,24,Yes,26-35
309,45,Research & Development,Research Director,Male,Married,Medical,1,Non-Travel,1,0,14,0,8559,20,0,4,1,4,3,3,No,4,6,1,18,No,36-45
310,47,Research & Development,Manufacturing Director,Male,Single,Technical Degree,1,Travel_Rarely,1,0,1,0,9585,11,3,4,2,3,1,3,No,3,9,10,10,Yes,46-55
311,46,Research & Development,Laboratory Technician,Male,Single,Life Sciences,5,Travel_Rarely,3,2,14,1,3384,25,0,3,4,3,3,3,Yes,3,6,8,24,Yes,46-55
312,23,Sales,Sales Representative,Female,Married,Life Sciences,5,Travel_Rarely,9,3,14,7,4582,20,2,1,4,4,3,3,No,5,6,22,15,No,18-25
313,52,Sales,Sales Executive,Female,Divorced,Life Sciences,2,Non-Travel,2,0,6,0,6334,24,1,4,1,2,1,3,No,1,0,6,13,Yes,46-55
314,58,Sales,Manager,Female,Single,Medical,4,Travel_Frequently,1,0,5,0,11111,21,3,3,1,4,4,3,Yes,0,6,14,11,Yes,55+
315,54,Human Resources,Human Resources,Male,Married,Life Sciences,2,Non-Travel,5,3,8,3,4881,21,1,4,3,2,3,3,Yes,2,2,16,2,Yes,46-55
316,41,Research & Development,Research Scientist,Male,Single,Other,4,Travel_Rarely,4,1,14,0,6249,22,1,3,4,2,4,3,No,1,4,8,8,No,36-45
317,46,Sales,Sales Representative,Male,Single,Life Sciences,1,Travel_Rarely,0,0,7,0,2928,14,1,2,1,3,1,3,No,6,9,4,18,No,46-55
318,48,Sales,Manager,Male,Married,Life Sciences,2,Non-Travel,0,0,13,0,10739,16,3,2,4,3,4,3,Yes,6,4,3,3,No,46-55
319,52,Research & Development,Manager,Female,Married,Medical,5,Non-Travel,6,4,10,4,9721,18,0,3,4,1,1,4,No,2,7,12,23,No,46-55
320,50,Sales,Sales Representative,Female,Single,Life Sciences,2,Travel_Rarely,3,2,13,2,3786,13,2,2,2,2,3,3,No,1,6,17,27,Yes,46-55
321,38,Sales,Sales Representative,Female,Single,Life Sciences,2,Travel_Rarely,21,20,14,14,3595,24,0,2,2,4,4,3,No,1,6,33,25,Yes,36-45
322,49,Human Resources,Manager,Male,Single,Life Sciences,1,Travel_Rarely,6,2,3,3,12216,13,2,2,2,2,3,3,No,0,5,14,3,Yes,46-55
323,40,Sales,Sales Representative,Male,Single,Medical,5,Travel_Rarely,0,0,13,0,3323,18,0,4,2,3,2,3,No,3,6,12,21,No,36-45
324,50,Research & Development,Research Director,Male,Divorced,Medical,5,Travel_Rarely,3,1,12,1,9404,18,1,3,4,2,2,4,Yes,4,6,6,25,No,46-55
325,20,Human Resources,Manager,Male,Divorced,Technical Degree,3,Non-Travel,3,1,8,1,12400,18,1,1,3,1,4,3,Yes,1,4,4,7,No,18-25
326,35,Research & Development,Manufacturing Director,Male,Married,Marketing,3,Travel_Rarely,0,0,0,0,10288,11,2,1,3,4,1,3,No,0,4,1,18,Yes,26-35
327,42,Sales,Sales Executive,Female,Married,Medical,3,Travel_Rarely,15,12,10,4,4042,18,3,3,3,2,4,3,No,6,3,16,21,No,36-45
328,59,Sales,Manager,Female,Divorced,Life Sciences,1,Travel_Rarely,9,2,5,3,12092,18,0,4,4,4,1,4,No,2,3,15,21,No,55+
329,48,Research & Development,Healthcare Representative,Male,Single,Life Sciences,2,Travel_Frequently,1,0,7,0,4867,12,1,2,3,4,2,3,No,5,4,4,9,Yes,46-55
330,20,Research & Development,Laboratory Technician,Male,Divorced,Marketing,5,Non-Travel,1,0,10,0,3915,22,2,2,4,3,1,3,No,6,9,4,18,No,18-25
331,57,Research & Development,Research Scientist,Male,Divorced,Life Sciences,5,Travel_Rarely,0,0,10,0,6225,19,0,4,1,2,2,3,Yes,5,8,0,1,No,55+
332,41,Sales,Manager,Male,Single,Life Sciences,2,Travel_Rarely,2,1,3,0,10098,17,2,1,3,4,4,3,No,3,5,5,4,No,36-45
333,49,Research & Development,Manufacturing Director,Female,Single,Technical Degree,5,Travel_Rarely,5,2,1,2,9846,18,3,3,4,3,3,3,Yes,5,7,10,4,No,46-55
334,39,Human Resources,Human Resources,Male,Divorced,Medical,2,Travel_Rarely,3,2,10,1,3697,12,3,3,1,1,3,3,No,1,8,4,17,No,36-45
335,40,Research & Development,Laboratory Technician,Male,Married,Life Sciences,1,Travel_Rarely,20,8,1,10,2865,14,0,4,2,1,3,3,Yes,2,3,23,26,Yes,36-45
